Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating,Extended_Platform_Name
Monster Garage,X,2004,Strategy,Activision Value,0.05,0.01,0.0,0.0,0.06,38.0,5.0,,,T,Xbox
Atelier Sophie: The Alchemist of the Mysterious Book,PSV,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,8.0,14.0,T,Play Station Vita
Akai Katana Shin,X360,2011,Shooter,Cave,0.04,0.0,0.01,0.0,0.06,,,,,,Xbox 360
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,2014,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo 3DS
Tecmo Classic Arcade,X,2005,Misc,Microsoft Game Studios,0.05,0.01,0.0,0.0,0.06,55.0,26.0,,,E,Xbox
2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,2005,Misc,Sega,0.04,0.02,0.0,0.0,0.06,,,,,,Game Boy Advance
Mad Maestro!,PS2,2001,Misc,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,,,,,,Play Station 2
Densha De Go! 3 Tsuukinhen,PS2,2001,Simulation,Taito,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 2
The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0.0,0.0,0.06,68.0,7.0,6.8,33.0,E10+,PC
Biker Mice From Mars,PS2,2006,Racing,Game Factory,0.03,0.02,0.0,0.01,0.06,27.0,4.0,,,E10+,Play Station 2
Caligula,PSV,2016,Role-Playing,FuRyu,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Vita
Star Wars Knights of the Old Republic II: The Sith Lords,PC,2005,Role-Playing,LucasArts,0.01,0.04,0.0,0.01,0.06,,,,,,PC
From The Abyss,DS,2008,Role-Playing,Nobilis,0.06,0.0,0.0,0.0,0.06,59.0,9.0,8.0,5.0,E,Nintendo DS
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,2006,Misc,Daito,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Portable
Sudoku Ball Detective,DS,2009,Puzzle,Playlogic Game Factory,0.06,0.0,0.0,0.0,0.06,54.0,6.0,,,E10+,Nintendo DS
MX vs. ATV Supercross,X360,2014,Racing,Nordic Games,0.03,0.02,0.0,0.01,0.06,48.0,10.0,4.8,14.0,E,Xbox 360
Risen 3: Titan Lords,PS4,2015,Role-Playing,Deep Silver,0.0,0.05,0.0,0.01,0.06,,,,,,Play Station 4
Transformer: Rise of the Dark Spark,WiiU,2014,Action,Activision,0.04,0.01,0.0,0.01,0.06,,,,,,Nintendo Wii U
Giants: Citizen Kabuto,PS2,2001,Shooter,Interplay,0.03,0.02,0.0,0.01,0.06,79.0,15.0,6.9,8.0,T,Play Station 2
Kamen Rider: Battride War Genesis,PS4,2016,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 4
Steins;Gate,X360,2009,Adventure,5p,0.0,0.0,0.06,0.0,0.06,,,,,,Xbox 360
Alone in the Dark,PS2,2008,Adventure,Atari,0.03,0.02,0.0,0.01,0.06,47.0,10.0,5.4,24.0,M,Play Station 2
Muppets Party Cruise,PS2,2003,Misc,TDK Mediactive,0.03,0.02,0.0,0.01,0.06,61.0,11.0,8.0,6.0,E,Play Station 2
Guilty Gear XX Accent Core Plus,PS2,2008,Fighting,PQube,0.03,0.02,0.0,0.01,0.06,,,8.0,7.0,T,Play Station 2
Higurashi Daybreak Portable,PSP,2008,Adventure,Alchemist,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Portable
Barbie Horse Adventures: Wild Horse Rescue,X,2003,Sports,Vivendi Games,0.05,0.01,0.0,0.0,0.06,,,,,,Xbox
Shonen Jumps One Piece: Grand Battle,GC,2005,Fighting,Namco Bandai Games,0.05,0.01,0.0,0.0,0.06,,,,,,GameCube
Blast Lacrosse,PS,2001,Sports,Acclaim Entertainment,0.03,0.02,0.0,0.0,0.06,,,,,,Play Station
Imagine: Gymnast,DS,2008,Simulation,Ubisoft,0.05,0.01,0.0,0.0,0.06,,,,,E,Nintendo DS
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0.0,0.02,0.01,0.06,64.0,11.0,6.4,17.0,T,Play Station 3
Backyard NFL Football 10,PS2,2009,Sports,Atari,0.03,0.02,0.0,0.01,0.06,,,,,,Play Station 2
Kikou Heidan J-Phoenix,PS2,2001,Action,Takara,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 2
DreamWorks Super Star Kartz,X360,2011,Racing,Activision,0.05,0.01,0.0,0.0,0.06,,,,,E,Xbox 360
Legend of Kay,DS,2010,Action,JoWood Productions,0.06,0.0,0.0,0.0,0.06,,,,,E,Nintendo DS
Shonen Jumps Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,2005,Action,Konami Digital Entertainment,0.04,0.02,0.0,0.0,0.06,,,,,,Game Boy Advance
Bubble Bobble: Old & New,GBA,2002,Puzzle,Empire Interactive,0.04,0.02,0.0,0.0,0.06,,,,,,Game Boy Advance
Speed,Wii,2010,Racing,Unknown,0.04,0.02,0.0,0.01,0.06,,,,,E,Nintendo Wii
Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,2010,Fighting,Takara Tomy,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo Wii
Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,2012,Action,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 3
Kekkon: Marriage,SAT,1995,Adventure,Shogakukan,0.0,0.0,0.06,0.0,0.06,,,,,,Sega Saturn
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,PS3,2014,Strategy,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 3
Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011,Action,Alchemist,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo 3DS
KimiKiss,PS2,2006,Adventure,Enterbrain,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 2
Cold Fear,X,2005,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06,71.0,41.0,7.6,20.0,M,Xbox
Challenge Me: Brain Puzzles,DS,2009,Puzzle,Oxygen Interactive,0.06,0.0,0.0,0.0,0.06,65.0,6.0,,,E,Nintendo DS
Utawarerumono: Itsuwari no Kamen,PS4,2015,Adventure,Aqua Plus,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 4
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki,PSP,2010,Misc,D3Publisher,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Portable
Shining Force Feather,DS,2009,Strategy,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo DS
Kurupoto Cool Cool Stars,DS,2007,Action,Starfish,0.06,0.0,0.0,0.0,0.06,,,,,E,Nintendo DS
Theme Park,DS,2007,Simulation,Electronic Arts,0.0,0.02,0.03,0.0,0.06,72.0,15.0,7.6,14.0,E,Nintendo DS
The Next BIG Thing,PC,2011,Adventure,Focus Home Interactive,0.0,0.05,0.0,0.01,0.06,75.0,30.0,7.9,35.0,E10+,PC
Cocoto Kart Racer,Wii,2008,Racing,Conspiracy Entertainment,0.06,0.0,0.0,0.0,0.06,,,,,E,Nintendo Wii
Blur,PC,2010,Racing,Activision,0.01,0.04,0.0,0.01,0.06,81.0,24.0,7.4,177.0,E10+,PC
Mobile Suit Gundam 00: Gundam Meisters,PS2,2008,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 2
Imagine: Cheerleader,DS,2009,Simulation,Ubisoft,0.06,0.0,0.0,0.0,0.06,,,,,E,Nintendo DS
Call of Cthulhu: Dark Corners of the Earth,X,2005,Adventure,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,77.0,51.0,8.1,37.0,M,Xbox
The Great Escape,X,2003,Action,SCi,0.05,0.01,0.0,0.0,0.06,55.0,24.0,,,T,Xbox
Secret Files: Tunguska,Wii,2008,Adventure,Koch Media,0.04,0.01,0.0,0.0,0.06,65.0,12.0,7.6,8.0,T,Nintendo Wii
Metal Gear Solid: Social Ops,PS2,2002,Action,Konami Digital Entertainment,0.03,0.02,0.0,0.01,0.06,,,,,,Play Station 2
Minna no DS Seminar: Kanpeki Eitango Ryoku,DS,2006,Misc,TDK Core,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo DS
PenPen TriIceLon,DC,1998,Racing,Infogrames,0.0,0.0,0.06,0.0,0.06,,,,,,Sega Dreamcast
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!,DS,2008,Simulation,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo DS
SBK 2011: FIM Superbike World Championship,X360,2011,Racing,Black Bean Games,0.0,0.05,0.0,0.01,0.06,,,,,,Xbox 360
Salt Lake 2002,GBA,2002,Sports,Ubisoft,0.04,0.02,0.0,0.0,0.06,55.0,7.0,,,E,Game Boy Advance
The Legend of Heroes VII: The Trail of Blue,PSV,2014,Role-Playing,Nihon Falcom Corporation,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Vita
DropCast,DS,2008,Puzzle,THQ,0.06,0.0,0.0,0.0,0.06,66.0,4.0,,,E,Nintendo DS
Alien Syndrome,Wii,2007,Role-Playing,Sega,0.05,0.0,0.0,0.0,0.06,48.0,24.0,7.1,23.0,T,Nintendo Wii
Vexx,GC,2003,Platform,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,71.0,22.0,7.3,6.0,T,GameCube
Crazy Chicken Tales,Wii,2009,Action,Conspiracy Entertainment,0.06,0.0,0.0,0.0,0.06,,,,,E10+,Nintendo Wii
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Portable
Mega Man Battle Network 5: Double Team DS (US sales),DS,2005,Role-Playing,Nintendo,0.06,0.0,0.0,0.0,0.06,,,,,,Nintendo DS
Batman: Rise of Sin Tzu,GC,2003,Action,Ubisoft,0.05,0.01,0.0,0.0,0.06,63.0,17.0,,,T,GameCube
EverQuest II: Destiny of Velious,PC,2011,Role-Playing,Sony Online Entertainment,0.06,0.0,0.0,0.0,0.06,,,7.4,5.0,T,PC
Unreal Tournament III,PC,2007,Shooter,Midway Games,0.0,0.05,0.0,0.01,0.06,83.0,41.0,8.0,526.0,M,PC
Disney Sports Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.05,0.01,0.0,0.0,0.06,36.0,7.0,4.7,6.0,E,GameCube
Mahouka Koukou no Rettousei: Out of Order,PSV,2014,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Vita
Adventure Time: Finn & Jake Investigations,XOne,2015,Action,Little Orbit,0.03,0.02,0.0,0.01,0.06,,,,,,Xbox One
Call of Duty 2,PC,2005,Shooter,Activision,0.0,0.05,0.0,0.01,0.06,86.0,64.0,8.4,631.0,T,PC
Summon Night 2,DS,2008,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo DS
Chou Soujuu Mecha MG,DS,2006,Simulation,Nintendo,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo DS
Teenage Mutant Ninja Turtles: Mutants in Manhattan,XOne,2016,Action,Activision,0.04,0.01,0.0,0.01,0.06,55.0,14.0,5.9,39.0,T,Xbox One
Pro Evolution Soccer 2012,PS2,2011,Action,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,8.2,11.0,E,Play Station 2
Greys Anatomy: The Video Game,Wii,2009,Adventure,Ubisoft,0.05,0.01,0.0,0.0,0.06,65.0,4.0,,,T,Nintendo Wii
Arkanoid DS,DS,2007,Puzzle,Square Enix,0.06,0.0,0.0,0.0,0.06,61.0,29.0,7.0,5.0,E,Nintendo DS
Terminator 3: The Redemption,X,2004,Shooter,Atari,0.05,0.01,0.0,0.0,0.06,66.0,38.0,8.6,5.0,T,Xbox
Big Bang Mini,DS,2009,Shooter,SouthPeak Games,0.05,0.0,0.0,0.0,0.06,78.0,39.0,8.2,26.0,E,Nintendo DS
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Portable
Chevrolet Camaro: Wild Ride,Wii,2010,Racing,Storm City Games,0.06,0.0,0.0,0.0,0.06,,,,,E,Nintendo Wii
MotoGP 10/11,X360,2011,Racing,Capcom,0.0,0.05,0.0,0.01,0.06,72.0,31.0,,,E,Xbox 360
Neon Genesis Evangelion,N64,1999,Adventure,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo 64
Serious Sam II,X,2005,Shooter,Take-Two Interactive,0.05,0.01,0.0,0.0,0.06,72.0,34.0,6.7,11.0,M,Xbox
JoJos Bizarre Adventure: All Star Battle,3DS,2012,Fighting,Take-Two Interactive,0.06,0.0,0.0,0.0,0.06,,,,,,Nintendo 3DS
Cabelas Big Game Hunter (2008),X360,2007,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,51.0,5.0,,,T,Xbox 360
Another Code R: A Journey into Lost Memories,Wii,2009,Adventure,Nintendo,0.0,0.03,0.03,0.0,0.06,66.0,27.0,,,,Nintendo Wii
Dead Rising 2: Off the Record,PC,2011,Action,Capcom,0.04,0.02,0.0,0.01,0.06,66.0,10.0,5.4,55.0,M,PC
World Series of Poker 2008: Battle for the Bracelets,DS,2007,Misc,Activision,0.05,0.0,0.0,0.0,0.06,,,,,T,Nintendo DS
ICO,PS3,2011,Action,Sony Computer Entertainment,0.0,0.0,0.06,0.0,0.06,,,7.5,29.0,T,Play Station 3
Flipnic: Ultimate Pinball,PS2,2003,Misc,Ubisoft,0.03,0.02,0.0,0.01,0.06,64.0,28.0,8.1,12.0,E,Play Station 2
Eigo de Tabisuru: Little Charo,DS,2011,Misc,Nintendo,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo DS
NBA Hangtime,PS,1996,Sports,Midway Games,0.03,0.02,0.0,0.0,0.06,,,,,,Play Station
The Witcher,PC,2007,Role-Playing,Atari,0.0,0.05,0.0,0.01,0.06,81.0,50.0,8.8,1123.0,M,PC
Dreamer Series: Zoo Keeper,DS,2010,Simulation,DreamCatcher Interactive,0.06,0.0,0.0,0.0,0.06,,,,,,Nintendo DS
Busy Scissors,DS,2010,Simulation,Little Orbit,0.06,0.0,0.0,0.0,0.06,,,,,E,Nintendo DS
S.T.A.L.K.E.R.: Call of Pripyat,PC,2009,Shooter,Namco Bandai Games,0.0,0.05,0.0,0.01,0.06,80.0,44.0,8.7,611.0,M,PC
D.C. II P.S.: Da Capo II Plus Situation,PS2,2008,Adventure,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 2
Marvel Super Heroes,SAT,1997,Fighting,Capcom,0.0,0.0,0.06,0.0,0.06,,,,,,Sega Saturn
Penny Racers,N64,1998,Racing,THQ,0.05,0.01,0.0,0.0,0.06,,,,,,Nintendo 64
Star Soldier: Vanishing Earth,N64,1998,Shooter,Hudson Entertainment,0.05,0.01,0.0,0.0,0.06,,,,,,Nintendo 64
Bust-A-Move 99,N64,1998,Puzzle,Acclaim Entertainment,0.05,0.01,0.0,0.0,0.06,,,,,,Nintendo 64
Olympic Hockey 98,N64,1998,Sports,GT Interactive,0.05,0.01,0.0,0.0,0.06,,,,,,Nintendo 64
CyberTiger,N64,2000,Sports,Electronic Arts,0.05,0.01,0.0,0.0,0.06,,,,,,Nintendo 64
Brunswick Circuit Pro Bowling,N64,1999,Sports,THQ,0.05,0.01,0.0,0.0,0.06,,,,,,Nintendo 64
Top Gear Hyper-Bike,N64,1999,Racing,Kemco,0.05,0.01,0.0,0.0,0.06,,,,,,Nintendo 64
Polaris SnoCross,N64,2000,Racing,Vatical Entertainment,0.05,0.01,0.0,0.0,0.06,,,,,,Nintendo 64
Virtual Chess 64,N64,1998,Misc,Titus,0.05,0.01,0.0,0.0,0.06,,,,,,Nintendo 64
S.C.A.R.S,N64,1998,Racing,Ubisoft,0.05,0.01,0.0,0.0,0.06,,,,,,Nintendo 64
Mike Piazzas Strike Zone,N64,1998,Sports,GT Interactive,0.05,0.01,0.0,0.0,0.06,,,,,,Nintendo 64
Worms Blast,GC,2002,Puzzle,Ubisoft,0.05,0.01,0.0,0.0,0.06,65.0,12.0,,,E,GameCube
Prinny: Can I Really Be The Hero? (US sales),PSP,2008,Action,Tecmo Koei,0.06,0.0,0.0,0.0,0.06,,,,,,Play Station Portable
Fosters Home for Imaginary Friends: Imagination Invaders,DS,2007,Adventure,Midway Games,0.06,0.0,0.0,0.0,0.06,,,7.2,6.0,E,Nintendo DS
Coded Arms: Contagion,PSP,2007,Shooter,Konami Digital Entertainment,0.05,0.0,0.0,0.01,0.06,56.0,20.0,6.6,28.0,T,Play Station Portable
Smile PreCure! Lets Go! Marchen World,3DS,2012,Action,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo 3DS
A New Beginning,PC,2010,Adventure,Deep Silver,0.0,0.05,0.0,0.01,0.06,,,,,,PC
IHRA Professional Drag Racing 2005,X,2004,Racing,Bethesda Softworks,0.04,0.01,0.0,0.0,0.06,36.0,5.0,,,E,Xbox
MotorStorm RC,PSV,2012,Racing,Sony Computer Entertainment,0.0,0.05,0.0,0.01,0.06,78.0,39.0,6.8,123.0,E,Play Station Vita
Tokyo Xtreme Racer Advance,GBA,2005,Racing,Crave Entertainment,0.04,0.02,0.0,0.0,0.06,,,,,E,Game Boy Advance
Create,PC,2010,Action,Electronic Arts,0.04,0.01,0.0,0.01,0.06,54.0,7.0,6.8,9.0,E,PC
Disney's Kim Possible: Global Gemini,DS,2007,Platform,Disney Interactive Studios,0.05,0.01,0.0,0.0,0.06,70.0,5.0,,,E,Nintendo DS
Rock Blast,DS,2008,Puzzle,UFO Interactive,0.06,0.0,0.0,0.0,0.06,,,,,E,Nintendo DS
I Love Beauty: Hollywood Makeover,DS,2009,Misc,City Interactive,0.06,0.0,0.0,0.0,0.06,,,,,E,Nintendo DS
World Cup of Pool,DS,2009,Sports,Midas Interactive Entertainment,0.06,0.0,0.0,0.0,0.06,,,,,E,Nintendo DS
Santa Claus Is Comin to Town!,Wii,2011,Puzzle,Crave Entertainment,0.06,0.0,0.0,0.0,0.06,,,,,E,Nintendo Wii
Miracle Girls Festival,PSV,2015,Misc,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Vita
Combat Elite: WWII Paratroopers,PS2,2005,Shooter,SouthPeak Games,0.03,0.02,0.0,0.01,0.06,54.0,12.0,,,T,Play Station 2
Power Pro Success Legends,PSP,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Portable
Killer Loop,PS,1999,Racing,Crave Entertainment,0.03,0.02,0.0,0.0,0.06,,,,,,Play Station
Cabelas Dangerous Hunts: Ultimate Challenge,PSP,2006,Sports,Activision Value,0.06,0.0,0.0,0.0,0.06,,,4.0,4.0,T,Play Station Portable
Little League World Series Baseball 2008,DS,2008,Sports,Activision,0.06,0.0,0.0,0.0,0.06,61.0,5.0,,,E,Nintendo DS
Worldwide Soccer,SAT,1994,Sports,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,Sega Saturn
Toriko: Gourmet Battle!,3DS,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo 3DS
Puzzler Collection,Wii,2008,Puzzle,Ubisoft,0.05,0.0,0.0,0.0,0.06,,,,,E,Nintendo Wii
Showtime Championship Boxing,DS,2007,Fighting,Zoo Digital Publishing,0.06,0.0,0.0,0.0,0.06,33.0,4.0,,,E10+,Nintendo DS
Commandos: Strike Force,PS2,2006,Shooter,Eidos Interactive,0.03,0.02,0.0,0.01,0.06,58.0,26.0,8.5,11.0,T,Play Station 2
Mobile Suit Gundam: Gundam vs. Zeta Gundam,PS2,2004,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.01,0.06,57.0,16.0,8.6,11.0,T,Play Station 2
Rapala Pro Fishing,GBA,2004,Sports,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06,,,,,E,Game Boy Advance
Star Trek: Tactical Assault,DS,2006,Strategy,Ubisoft,0.05,0.01,0.0,0.0,0.06,63.0,15.0,7.0,10.0,E,Nintendo DS
Guilty Gear X: Advance Edition,GBA,2002,Fighting,Sammy Corporation,0.04,0.02,0.0,0.0,0.06,67.0,14.0,5.9,10.0,T,Game Boy Advance
Fate/Tiger Colosseum Upper,PSP,2008,Fighting,Capcom,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Portable
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe,DS,2009,Misc,Rocket Company,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo DS
Warriors of the Lost Empire,PSP,2007,Role-Playing,Mercury Games,0.05,0.0,0.0,0.0,0.06,52.0,6.0,7.4,12.0,T,Play Station Portable
Pop Cutie! Street Fashion Simulation,DS,2008,Simulation,Tecmo Koei,0.06,0.0,0.0,0.0,0.06,,,,,,Nintendo DS
Ford Racing 3,GBA,2005,Racing,Zoo Digital Publishing,0.04,0.02,0.0,0.0,0.06,,,,,E,Game Boy Advance
Samurai Warriors 4: Empires,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,,,T,Play Station 3
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku,PS2,2006,Misc,Irem Software Engineering,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 2
World Soccer Winning Eleven 9 (US sales),PSP,2005,Sports,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,,,,,,Play Station Portable
Lord of Magna: Maiden Heaven,3DS,2014,Role-Playing,Marvelous Entertainment,0.0,0.0,0.06,0.0,0.06,68.0,16.0,7.8,36.0,T,Nintendo 3DS
Oddworld: Munchs Oddysee,GBA,2003,Platform,THQ,0.04,0.02,0.0,0.0,0.06,44.0,15.0,2.5,4.0,E,Game Boy Advance
Winning Post 4 Maximum,PS2,2000,Sports,Tecmo Koei,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 2
Xiaolin Showdown,PSP,2006,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,59.0,4.0,,,E10+,Play Station Portable
Exhibition Volume 5,X,2004,Misc,Microsoft Game Studios,0.04,0.01,0.0,0.0,0.06,,,,,,Xbox
Record of Lodoss War: Eiyuu Sensou,SCD,1994,Role-Playing,Sega,0.0,0.0,0.06,0.0,0.06,,,,,,Sega CD
Starry ? Sky: In Summer,PSP,2010,Misc,Asgard,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Portable
Pro Yakyuu Netsu Star 2007,PS2,2007,Sports,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 2
Klonoa Beach Volleyball,PS,2002,Sports,Namco Bandai Games,0.03,0.02,0.0,0.0,0.06,,,,,,Play Station
Melty Blood: Actress Again,PS2,2009,Fighting,Ecole,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 2
3D Lemmings,PS,1995,Puzzle,Psygnosis,0.03,0.02,0.0,0.0,0.06,,,,,,Play Station
Hi Hi Puffy AmiYumi: Kaznapped,GBA,2005,Action,D3Publisher,0.04,0.02,0.0,0.0,0.06,,,,,,Game Boy Advance
Broken Sword: The Shadow of the Templars,GBA,2002,Adventure,BAM! Entertainment,0.04,0.02,0.0,0.0,0.06,80.0,17.0,7.8,10.0,T,Game Boy Advance
Resident Evil - Code: Veronica X,GC,2003,Action,Capcom,0.05,0.01,0.0,0.0,0.06,62.0,16.0,8.5,32.0,M,GameCube
Magi: Aratanaru Sekai,3DS,2014,Role-Playing,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo 3DS
SpongeBob SquarePants: Planktons Robotic Revenge,3DS,2013,Shooter,Activision,0.0,0.06,0.0,0.0,0.06,,,,,E10+,Nintendo 3DS
Zoo Tycoon: Complete Collection,PC,2003,Strategy,Microsoft Game Studios,0.03,0.02,0.0,0.01,0.06,,,8.0,8.0,E,PC
Tenchi Muyou! Ryoukouki Gokuraku,SAT,1995,Adventure,Yumedia,0.0,0.0,0.06,0.0,0.06,,,,,,Sega Saturn
Kelly Slaters Pro Surfer,GC,2002,Sports,Activision,0.05,0.01,0.0,0.0,0.06,80.0,15.0,,,E,GameCube
Project Setsuna,PSV,2016,Role-Playing,Square Enix,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Vita
I Am In The Movie,PSP,2012,Simulation,Namco Bandai Games,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station Portable
Trapt,PS2,2005,Action,Tecmo Koei,0.03,0.02,0.0,0.01,0.06,60.0,36.0,7.9,14.0,M,Play Station 2
Splat Renegade Paintball,X,2005,Sports,Take-Two Interactive,0.04,0.01,0.0,0.0,0.06,44.0,14.0,,,T,Xbox
Metal Max 4: Gekkou no Diva,3DS,2013,Role-Playing,Kadokawa Shoten,0.0,0.0,0.06,0.0,0.06,,,,,,Nintendo 3DS
Worms 3D,X,2003,Strategy,Sega,0.04,0.01,0.0,0.0,0.06,69.0,20.0,8.4,10.0,T,Xbox
Street Fighter V,PC,2016,Fighting,Capcom,0.0,0.06,0.0,0.0,0.06,74.0,33.0,2.9,438.0,T,PC
Playmobil Knights,DS,2009,Action,Mindscape,0.04,0.01,0.0,0.0,0.06,,,,,E,Nintendo DS
Noddy in Toyland,DS,2011,Misc,GSP,0.0,0.05,0.0,0.01,0.06,,,,,,Nintendo DS
Sacred 2: Fallen Angel,PC,2008,Role-Playing,Ascaron Entertainment GmbH,0.0,0.05,0.0,0.01,0.06,71.0,41.0,6.8,205.0,M,PC
Adventure Time: The Secret of the Nameless Kingdom,X360,2014,Action,Little Orbit,0.0,0.05,0.0,0.0,0.06,58.0,5.0,7.5,4.0,E10+,Xbox 360
PoPoLoCrois,PSP,2005,Role-Playing,Ignition Entertainment,0.05,0.0,0.0,0.0,0.06,66.0,41.0,7.4,17.0,E,Play Station Portable
Dragon Rage,PS2,2001,Shooter,3DO,0.03,0.02,0.0,0.01,0.06,50.0,9.0,6.4,9.0,T,Play Station 2
Theresia...,DS,2008,Adventure,Arc System Works,0.05,0.0,0.0,0.0,0.06,61.0,6.0,8.0,8.0,M,Nintendo DS
Dance Sensation!,Wii,2010,Misc,Majesco Entertainment,0.06,0.0,0.0,0.0,0.06,,,,,,Nintendo Wii
Syndicate,PC,1992,Strategy,Electronic Arts,0.0,0.05,0.0,0.01,0.06,,,,,,PC
ZombiU,PS4,2016,Action,Ubisoft,0.0,0.04,0.01,0.01,0.06,,,,,,Play Station 4
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Action,Konami Digital Entertainment,0.05,0.0,0.0,0.0,0.06,58.0,10.0,7.5,6.0,E,Nintendo DS
Jumper: Griffins Story,X360,2008,Action,Eidos Interactive,0.05,0.0,0.0,0.0,0.06,29.0,16.0,3.3,30.0,T,Xbox 360
Raw Danger! (JP sales),PS2,2006,Action,505 Games,0.0,0.0,0.06,0.0,0.06,,,,,,Play Station 2
Archer Maclean Presents: Pool Paradise,PS2,2004,Sports,Ignition Entertainment,0.03,0.02,0.0,0.01,0.06,,,,,,Play Station 2
